product_title,Type,count_of_reviews,product_url,part_number,product_description,product_description,skuid,units_sold,product_attributes,product_reviews,product_warranty,sale_price,price_tier,search_term,category,revenue,market_share
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs731/20474077-P?searchTerm=sensors,Part # ABS731,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474077,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,159.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs736/20474072-P?searchTerm=sensors,Part # ABS736,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474072,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,199.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs738/20474070-P?searchTerm=sensors,Part # ABS738,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474070,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,159.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs596/20474044-P?searchTerm=sensors,Part # ABS596,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously designed and manufactured for pressurized fuel systems to optimally sustain creep loads""]",20474044,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,46.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs598/20474042-P?searchTerm=sensors,Part # ABS598,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously designed and manufactured for pressurized fuel systems to optimally sustain creep loads""]",20474042,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,37.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs601/20474039-P?searchTerm=sensors,Part # ABS601,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously designed and manufactured for pressurized fuel systems to optimally sustain creep loads""]",20474039,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,64.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,6 Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1552/20474032-P?searchTerm=sensors,Part # ABS1552,[],"['', 'OE-matching Hall sensor signal ensures optimum performance\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nDesigned and engineered to ensure precise performance\nAs a global manufacturer, we maintain complete quality control throughout the manufacturing process']",20474032,0,ABS Wheel Speed Sensor,(6 reviews),LIMITED LIFETIME REPLACEMENT,35.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs580/20474021-P?searchTerm=sensors,Part # ABS580,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474021,1,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,48.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,48.49,0.010049366
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs565/20474020-P?searchTerm=sensors,Part # ABS565,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474020,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,169.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs575/20474010-P?searchTerm=sensors,Part # ABS575,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474010,1,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,51.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,51.99,0.010774728
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs564/20474007-P?searchTerm=sensors,Part # ABS564,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20474007,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,76.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs656/20473987-P?searchTerm=sensors,Part # ABS656,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation and to control loss of evaporative emissions from fuel systems\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously designed and manufactured for pressurized fuel systems to optimally sustain creep loads\nAll of our fuel vapor canisters come in various sizes for different fuel systems and are manufactured with the highest grade materials ensure precision performance.""]",20473987,1,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,77.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,77.99,0.016163128
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs659/20473984-P?searchTerm=sensors,Part # ABS659,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function to restore temperature readings inside the vehicle's engine\nCopper alloy conductors ensure superior electrical conductivity with low resistive losses\nUndergoes extensive design process to ensure durability and proper electrical performance and output curves required to prevent temperature misreading""]",20473984,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,57.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs552/20473980-P?searchTerm=sensors,Part # ABS552,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473980,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,87.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs614/20473971-P?searchTerm=sensors,Part # ABS614,[],"['', 'Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nMeticulously designed and manufactured for pressurized fuel systems to optimally sustain creep loads\nUndergoes extensive testing to ensure proper function to clear OBD codes and fix refueling issues']",20473971,1,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,139.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,139.99,0.029012389
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs624/20473962-P?searchTerm=sensors,Part # ABS624,[],"['', 'Direct-fit OE replacement ensures proper fit, form, and function for ease of installation and proper restoration of power mirror\nCopper alloy conductors ensure superior electrical conductivity with low resistive losses\nRobust design and high-grade materials meet stringent quality standards']",20473962,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,46.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs628/20473958-P?searchTerm=sensors,Part # ABS628,[],"['', 'Direct-fit OE replacement ensures proper fit, form, and function for ease of installation and proper restoration of power mirror\nCopper alloy conductors ensure superior electrical conductivity with low resistive losses\nRobust design and high-grade materials meet stringent quality standards']",20473958,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,101.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1191/20473935-P?searchTerm=sensors,Part # ABS1191,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473935,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,56.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1196/20473932-P?searchTerm=sensors,Part # ABS1196,[],"['', 'OE-matching Hall sensor signal ensures optimum performance\nNeodymium in core creates strong magnetic field and produces max high-voltage output at all speeds\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion']",20473932,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,119.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1146/20473918-P?searchTerm=sensors,Part # ABS1146,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473918,2,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,34.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,68.98,0.01429584
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1239/20473892-P?searchTerm=sensors,Part # ABS1239,[],"['', 'Circuit boards use high-grade components for greater durability and longer life\nVoltage regulator PC board is encapsulated in epoxy. The benefit is improved resistance to failures caused by vibration and corrosion of electrical connections.']",20473892,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,75.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1241/20473891-P?searchTerm=sensors,Part # ABS1241,[],"['', 'Circuit boards use high-grade components for greater durability and longer life\nVoltage regulator PC board is encapsulated in epoxy. The benefit is improved resistance to failures caused by vibration and corrosion of electrical connections.']",20473891,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,31.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1244/20473888-P?searchTerm=sensors,Part # ABS1244,[],"['', 'Coil on plug is constructed from reinforced fiber glass neodymium magnet technology and grain-oriented electrical steel to prolong engine life\nCoils use high-temperature epoxy resists shock and vibration, while increasing thermal conductivity to ensure superior engine performance\nCoil has an advanced bobbin technology, highly specialized silicone magnetic steel core along with optimized winding provide an accurate high energy output for increased engine performance\nEach coil is precision wound and trimmed to produce accurate output voltage for optimized fuel efficiency']",20473888,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,64.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1208/20473866-P?searchTerm=sensors,Part # ABS1208,[],"['', 'OE-matching Hall sensor signal ensures optimum performance\nNeodymium in core creates strong magnetic field and produces max high-voltage output at all speeds\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion']",20473866,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,165.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1212/20473863-P?searchTerm=sensors,Part # ABS1212,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473863,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,43.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1206/20473854-P?searchTerm=sensors,Part # ABS1206,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473854,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,66.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1226/20473849-P?searchTerm=sensors,Part # ABS1226,[],"['', 'Caps are made of high dielectric strength up to 800 volts per mil and glass/mineral reinforced polyester resin for less carbon tracking, greater resistance to electrical breakdown and superior performance\nCaps have solid brass terminals for better conductivity and greater resistance to electrical pitting and erosion for a longer service life']",20473849,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,70.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1227/20473848-P?searchTerm=sensors,Part # ABS1227,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473848,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,52.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1233/20473843-P?searchTerm=sensors,Part # ABS1233,[],"['', 'Caps are made of high dielectric strength up to 800 volts per mil and glass/mineral reinforced polyester resin for less carbon tracking, greater resistance to electrical breakdown and superior performance\nCaps have solid brass terminals for better conductivity and greater resistance to electrical pitting and erosion for a longer service life']",20473843,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,29.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1123/20473772-P?searchTerm=sensors,Part # ABS1123,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nInternal components welded to ensure permanent connection and durability\nHigh-quality harness covering prevents corrosion']",20473772,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,86.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1064/20473753-P?searchTerm=sensors,Part # ABS1064,[],"['', 'Designed to OE standards for ease of installation']",20473753,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,174.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1087/20473745-P?searchTerm=sensors,Part # ABS1087,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nInternal components welded to ensure permanent connection and durability\nHigh-quality harness covering prevents corrosion']",20473745,0,ABS Wheel Speed Sensor,(2 reviews),LIMITED LIFETIME REPLACEMENT,56.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1429/20473726-P?searchTerm=sensors,Part # ABS1429,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473726,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,133.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1448/20473711-P?searchTerm=sensors,Part # ABS1448,[],"['', 'Coolant temperature sensors meet or exceed the original for OE plus performance.']",20473711,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,104.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1461/20473689-P?searchTerm=sensors,Part # ABS1461,[],"['', ""Copper alloy conductors ensure superior electrical conductivity with low resistive losses\nOur parts are 100% tested to verify both mechanical and electrical switching performance.\nRobust design and high grade materials meet the stringent demands of today's service professional""]",20473689,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,68.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1511/20473668-P?searchTerm=sensors,Part # ABS1511,[],"['', ""Copper alloy conductors ensure superior electrical conductivity with low resistive losses\nOur parts are 100% tested to verify both mechanical and electrical switching performance.\nRobust design and high grade materials meet the stringent demands of today's service professional""]",20473668,1,ABS Wheel Speed Sensor,(9 reviews),LIMITED LIFETIME REPLACEMENT,26.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,26.49,0.005489951
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1501/20473663-P?searchTerm=sensors,Part # ABS1501,[],"['', ""Copper alloy conductors ensure superior electrical conductivity with low resistive losses\nOur parts are 100% tested to verify both mechanical and electrical switching performance.\nRobust design and high grade materials meet the stringent demands of today's service professional""]",20473663,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,64.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1498/20473624-P?searchTerm=sensors,Part # ABS1498,[],"['', 'OE-matching Hall sensor signal ensures optimum performance\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality housing prevents corrosion to extend lifespan of sensor\nAs a global manufacturer, we maintain complete quality control throughout the manufacturing process']",20473624,0,ABS Wheel Speed Sensor,(3 reviews),LIMITED LIFETIME REPLACEMENT,121.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1297/20473617-P?searchTerm=sensors,Part # ABS1297,[],"['', 'Condensers meet or exceed the original for OE plus performance.']",20473617,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,43.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1292/20473606-P?searchTerm=sensors,Part # ABS1292,[],"['', 'Condensers feature spot welded vibration resistant internal connections']",20473606,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,48.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1321/20473596-P?searchTerm=sensors,Part # ABS1321,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473596,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,79.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1294/20473581-P?searchTerm=sensors,Part # ABS1294,[],"['', 'Condensers feature spot welded vibration resistant internal connections']",20473581,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,43.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
