title,Type,count_of_reviews,product_url,part_number,product_description,product_description1,product_title,product_attributes,product_reviews,product_warranty,product_reg_price,skuid,search_term,category,units_sold,sale_price,price_tier,revenue,market_share
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs754/20474109-P?searchTerm=sensors,Part # ABS754,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nDurable adhesion polyurethane resin protects against moisture and corrosion for prolonged service life\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$97.99,20474109,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,97.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs770/20474094-P?searchTerm=sensors,Part # ABS770,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nDurable adhesion polyurethane resin protects against moisture and corrosion for prolonged service life\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$169.99,20474094,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,169.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs771/20474093-P?searchTerm=sensors,Part # ABS771,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$119.99,20474093,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,119.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs773/20474091-P?searchTerm=sensors,Part # ABS773,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nDurable adhesion polyurethane resin protects against moisture and corrosion for prolonged service life\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$156.99,20474091,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,156.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs774/20474090-P?searchTerm=sensors,Part # ABS774,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nDurable adhesion polyurethane resin protects against moisture and corrosion for prolonged service life\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$199.99,20474090,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,199.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs726/20474082-P?searchTerm=sensors,Part # ABS726,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$194.99,20474082,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,194.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs731/20474077-P?searchTerm=sensors,Part # ABS731,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$159.99,20474077,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,159.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs736/20474072-P?searchTerm=sensors,Part # ABS736,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$199.99,20474072,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,199.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs738/20474070-P?searchTerm=sensors,Part # ABS738,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$159.99,20474070,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,159.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs596/20474044-P?searchTerm=sensors,Part # ABS596,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously designed and manufactured for pressurized fuel systems to optimally sustain creep loads""]",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$46.49,20474044,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,46.49,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs598/20474042-P?searchTerm=sensors,Part # ABS598,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously designed and manufactured for pressurized fuel systems to optimally sustain creep loads""]",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$37.99,20474042,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,37.99,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs601/20474039-P?searchTerm=sensors,Part # ABS601,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously designed and manufactured for pressurized fuel systems to optimally sustain creep loads""]",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$64.99,20474039,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,64.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,6 Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1552/20474032-P?searchTerm=sensors,Part # ABS1552,[],"['', 'OE-matching Hall sensor signal ensures optimum performance\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nDesigned and engineered to ensure precise performance\nAs a global manufacturer, we maintain complete quality control throughout the manufacturing process']",Carquest,ABS Wheel Speed Sensor,(6 reviews),LIMITED LIFETIME REPLACEMENT,$35.99,20474032,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,35.99,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,1 Review,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs580/20474021-P?searchTerm=sensors,Part # ABS580,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$48.49,20474021,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,48.49,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,No Reviews,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs565/20474020-P?searchTerm=sensors,Part # ABS565,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$169.99,20474020,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,169.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs575/20474010-P?searchTerm=sensors,Part # ABS575,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$51.99,20474010,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,51.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs564/20474007-P?searchTerm=sensors,Part # ABS564,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$76.99,20474007,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,76.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs656/20473987-P?searchTerm=sensors,Part # ABS656,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function for ease of installation and to control loss of evaporative emissions from fuel systems\nIncludes integrated check valve with operating pressure calculated according to the vehicle's specific needs\nMeticulously designed and manufactured for pressurized fuel systems to optimally sustain creep loads\nAll of our fuel vapor canisters come in various sizes for different fuel systems and are manufactured with the highest grade materials ensure precision performance.""]",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$77.99,20473987,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,77.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs659/20473984-P?searchTerm=sensors,Part # ABS659,[],"['', ""Direct-fit OE replacement ensures proper fit, form, and function to restore temperature readings inside the vehicle's engine\nCopper alloy conductors ensure superior electrical conductivity with low resistive losses\nUndergoes extensive design process to ensure durability and proper electrical performance and output curves required to prevent temperature misreading""]",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$57.99,20473984,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,57.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs552/20473980-P?searchTerm=sensors,Part # ABS552,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$87.99,20473980,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,87.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs614/20473971-P?searchTerm=sensors,Part # ABS614,[],"['', 'Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nMeticulously designed and manufactured for pressurized fuel systems to optimally sustain creep loads\nUndergoes extensive testing to ensure proper function to clear OBD codes and fix refueling issues']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$139.99,20473971,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,139.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs621/20473965-P?searchTerm=sensors,Part # ABS621,[],"['', 'Direct-fit OE replacement ensures proper fit, form, and function for ease of installation\nHigh-quality materials ensure durability']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$52.99,20473965,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,,52.99,51-100$,,
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs624/20473962-P?searchTerm=sensors,Part # ABS624,[],"['', 'Direct-fit OE replacement ensures proper fit, form, and function for ease of installation and proper restoration of power mirror\nCopper alloy conductors ensure superior electrical conductivity with low resistive losses\nRobust design and high-grade materials meet stringent quality standards']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$46.49,20473962,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,46.49,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs628/20473958-P?searchTerm=sensors,Part # ABS628,[],"['', 'Direct-fit OE replacement ensures proper fit, form, and function for ease of installation and proper restoration of power mirror\nCopper alloy conductors ensure superior electrical conductivity with low resistive losses\nRobust design and high-grade materials meet stringent quality standards']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$101.99,20473958,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,101.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1191/20473935-P?searchTerm=sensors,Part # ABS1191,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$56.99,20473935,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,56.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1196/20473932-P?searchTerm=sensors,Part # ABS1196,[],"['', 'OE-matching Hall sensor signal ensures optimum performance\nNeodymium in core creates strong magnetic field and produces max high-voltage output at all speeds\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$119.99,20473932,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,119.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1146/20473918-P?searchTerm=sensors,Part # ABS1146,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$34.49,20473918,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,34.49,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1239/20473892-P?searchTerm=sensors,Part # ABS1239,[],"['', 'Circuit boards use high-grade components for greater durability and longer life\nVoltage regulator PC board is encapsulated in epoxy. The benefit is improved resistance to failures caused by vibration and corrosion of electrical connections.']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$75.99,20473892,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,75.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1241/20473891-P?searchTerm=sensors,Part # ABS1241,[],"['', 'Circuit boards use high-grade components for greater durability and longer life\nVoltage regulator PC board is encapsulated in epoxy. The benefit is improved resistance to failures caused by vibration and corrosion of electrical connections.']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$31.49,20473891,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,31.49,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1244/20473888-P?searchTerm=sensors,Part # ABS1244,[],"['', 'Coil on plug is constructed from reinforced fiber glass neodymium magnet technology and grain-oriented electrical steel to prolong engine life\nCoils use high-temperature epoxy resists shock and vibration, while increasing thermal conductivity to ensure superior engine performance\nCoil has an advanced bobbin technology, highly specialized silicone magnetic steel core along with optimized winding provide an accurate high energy output for increased engine performance\nEach coil is precision wound and trimmed to produce accurate output voltage for optimized fuel efficiency']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$64.99,20473888,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,64.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1208/20473866-P?searchTerm=sensors,Part # ABS1208,[],"['', 'OE-matching Hall sensor signal ensures optimum performance\nNeodymium in core creates strong magnetic field and produces max high-voltage output at all speeds\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$165.99,20473866,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,165.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1212/20473863-P?searchTerm=sensors,Part # ABS1212,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$43.99,20473863,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,43.99,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1206/20473854-P?searchTerm=sensors,Part # ABS1206,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$66.99,20473854,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,66.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1226/20473849-P?searchTerm=sensors,Part # ABS1226,[],"['', 'Caps are made of high dielectric strength up to 800 volts per mil and glass/mineral reinforced polyester resin for less carbon tracking, greater resistance to electrical breakdown and superior performance\nCaps have solid brass terminals for better conductivity and greater resistance to electrical pitting and erosion for a longer service life']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$70.99,20473849,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,70.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1227/20473848-P?searchTerm=sensors,Part # ABS1227,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$52.99,20473848,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,52.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1233/20473843-P?searchTerm=sensors,Part # ABS1233,[],"['', 'Caps are made of high dielectric strength up to 800 volts per mil and glass/mineral reinforced polyester resin for less carbon tracking, greater resistance to electrical breakdown and superior performance\nCaps have solid brass terminals for better conductivity and greater resistance to electrical pitting and erosion for a longer service life']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$29.49,20473843,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,29.49,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1123/20473772-P?searchTerm=sensors,Part # ABS1123,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nInternal components welded to ensure permanent connection and durability\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$86.99,20473772,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,86.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1064/20473753-P?searchTerm=sensors,Part # ABS1064,[],"['', 'Designed to OE standards for ease of installation']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$174.99,20473753,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,174.99,101-200$,0.0,0.0
