title,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,country_of_origin,Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostplus 234-4797 downstream rear o2 oxygen sensor compatible with 04-07 honda accord 2.4l dx lx ex se,https://www.amazon.com/MOSTPLUS-Downstream-Oxygen-Sensor-Accord/dp/B07673LNDD/ref=sr_1_195?dchild=1&keywords=sensor&qid=1633487133&s=automotive&sr=1-195,B07673LNDD,MOSTPLUS,sensors,21.99,0-50$,68,1495,0.087576754,,234-4797 36532-RAA-A01 36532-RAA-A02 36532-RAA-A11 2344797 13704 15409,0.4,0-1pound,6.8 x 3.8 x 1.9 inches,1-50sq.inch,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostplus 234-5060 upstream o2 oxygen sensor compatible for nissan altima frontier maxima quest subaru impreza,https://www.amazon.com/MOSTPLUS-234-5060-Upstream-Compatible-Frontier/dp/B084MF8ZTN/ref=sr_1_196?dchild=1&keywords=sensor&qid=1633487133&s=automotive&sr=1-196,B084MF8ZTN,MOSTPLUS,sensors,27.99,0-50$,75,2099,0.122958934,,"234-5060, 226936M400, 12499877, 226937S000",0.29375,0-1pound,5.71 x 2.52 x 1.89 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax mass air flow sensor 245-1095 22204-21010 af10135 af10136 maf sensor original equipment replacement mass air flow sensor compatible with gs300 4runner camry corolla echo highlander mr2 spyder,https://www.amazon.com/KAX-22204-21010-Replacement-Compatible-Highlander/dp/B08QN5FM6C/ref=sr_1_195?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-195,B08QN5FM6C,KAX,sensors,21.99,0-50$,303,6663,0.390316999,,"245-1095 ,336-05231 ,336-60525, 336-60557, 222042201 ,222040D030 ,2220407010, 222040C020, 2220421010, 917-816 ,SU5225 ,AF10135 ,917-817 ,158-0777 ,MA1112, MAS0275, MAS0267 ,158-0778 ,245-1137 ,MA1054 ,MAS0313 ,245-1011, 245-1095 ,SU5092, MAS0188, AF10136 ,MA1143 ,245-1053 ,SU5373",0.2025,0-1pound,4.33 x 3.74 x 2.52 inches,1-50sq.inch,,Air flow sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1set abs wheel sensor front left and right compatible with dodge caliber 2007-2012 jeep compass patriot 2007-2016 seineca 5105573aa 5105573ab 5105572aa 5105572ab,https://www.amazon.com/2007-2012-2007-2016-5105573AA-5105573AB-5105572AA/dp/B07TD2M3TC/ref=sr_1_196?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-196,B07TD2M3TC,SEINECA,sensors,28.87,0-50$,76,2194,0.128524012,,"5105572AA, 5105572AB, 5105573AA, 5105573AB",0.6625,0-1pound,7.01 x 5.79 x 2.36 inches,51-100sq.inch,,Speed sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax 250-24675 oxygen sensor original equipment replacement st-24675 heated o2 sensor 1pcs,https://www.amazon.com/dp/B087NJ19Q1,B087NJ19Q1,KAX,sensors,26.99,0-50$,34,918,0.053776228,,"250-24675 , ST-24675",0.3125,0-1pound,6.02 x 2.28 x 2.17 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
engine coolant temperature sensor 89422-20010 89422-35010 for toyota 4runner avalon camry corolla highlander land cruiser matrix rav4 sienna lexus mazda,https://www.amazon.com/SFY-Temperature-89422-35010-89422-20010-Highlander/dp/B07T9DBXZB/ref=sr_1_198?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-198,B07T9DBXZB,SFY,sensors,9.09,0-50$,176,1600,0.09372763,,,0.050625,0-1pound,2.2 x 1.4 x 1.2 inches,1-50sq.inch,,Temperature sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autel mx-sensor 2 in 1 (315mhz + 433mhz) screw-in oe-level universal programmable tpms sensor for tire pressure 100% cloneable fits 98% mainstream vehicles,https://www.amazon.com/Autel-MX-Sensor-315MHz-433MHz-Programmable/dp/B07FTQ93VH/ref=sr_1_199?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-199,B07FTQ93VH,Autel,sensors,31.99,0-50$,150,4799,0.28112431,Screw-in OE-Level Universal Programmable TPMS Sensor,,0.105625,0-1pound,5.12 x 4.53 x 1.22 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acdelco gm original equipment 13507128 flex fuel sensor,https://www.amazon.com/ACDelco-13507128-Original-Equipment-Sensor/dp/B073ZQ1G2P/ref=sr_1_200?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-200,B073ZQ1G2P,ACDelco,sensors,43.48,0-50$,147,6392,0.374441881,Flex Fuel Sensor,13507128,0.050625,0-1pound,4.3 x 3.8 x 1.3 inches,1-50sq.inch,Mexico,Fuel sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8-inch drive oxygen sensor socket offset wrench remover tool a7842f,https://www.amazon.com/8-Inch-Offset-Oxygen-Socket-Universal-Removal/dp/B07KSZBYMT/ref=sr_1_201?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-201,B07KSZBYMT,A ABIGAIL,sensors,15.99,0-50$,240,3838,0.224829152,,,1.67,1.1-2pound,8.7 x 3.74 x 1.81 inches,51-100sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxygen sensor upstream downstream o2 sensor 2pcs | replacement for ford f150 f250 ranger expedition explorer escape mazda tribute lincoln & more | replace 15717 15716 15664 zzc318861,https://www.amazon.com/Upstream-Downstream-Expedition-ZZC318861-XR3Z9G444CA/dp/B07SVYNWRK/ref=sr_1_202?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-202,B07SVYNWRK,Gledewen,sensors,36.99,0-50$,263,9728,0.569863989,,"15717, 15716, 15664, ZZC318861, XR3Z9G444CA",0.11,0-1pound,5.98 x 4.61 x 1.73 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lutron maestro led+ motion sensor dimmer switch | no neutral required | mscl-op153m-wh | white,https://www.amazon.com/Lutron-Maestro-Single-Pole-Multi-Location-MSCL-OP153M-WH/dp/B00CAO4NUM/ref=sr_1_203?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-203,B00CAO4NUM,Lutron,sensors,37.97,0-50$,328,12454,0.729552439,,,0.26875,0-1pound,1.75 x 2.2 x 4.2 inches,1-50sq.inch,,Motion sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual knock sensors with wiring harness kit | for chevy suburban silverado avalanche tahoe gmc sierra yukon cadillac hummer & more gm vehicles | replace 12601822 12589867 917-033,https://www.amazon.com/Suburban-Silverado-Avalanche-Cadillac-Vehicles/dp/B07Q2KFRQS/ref=sr_1_204?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-204,B07Q2KFRQS,Gledewen,sensors,22.99,0-50$,188,4322,0.25318176,,"12601822, 12589867, 10456603, 8104566030, 12597415, 15372170, 917-033, 2133521",0.11,0-1pound,5.9 x 4 x 2.8 inches,51-100sq.inch,,Knock sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxygen o2 sensor 234-4260 compatible with camry tacoma 4runner venza tundra sequoia land cruiser fj avalon gx460 lx570 es350 doicoo,https://www.amazon.com/234-4260-4Runner-Sequoia-Cruiser-DOICOO/dp/B074V8PSHK/ref=sr_1_205?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-205,B074V8PSHK,DOICOO,sensors,19.79,0-50$,55,1088,0.063734788,,,0.24875,0-1pound,7.2 x 3.2 x 2.1 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax 234-5107 oxygen sensor original equipment replacement 250-25035 heated o2 sensor sensor 1 upstream 1pcs,https://www.amazon.com/KAX-234-5107-Equipment-Replacement-250-25035/dp/B084P2MZFZ/ref=sr_1_210?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-210,B084P2MZFZ,KAX,sensors,46.99,0-50$,147,6908,0.404669042,,234-5107,0.4,0-1pound,6.18 x 2.24 x 2.13 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aintier upstream o2 oxygen sensor 24526 fit 1997-2000 for infiniti qx4 1999-2003 for nissan frontier 1996-2000 for nissan pathfinder 2000-2003 for nissan xterra,https://www.amazon.com/Aintier-1998-2003-Frontier-1991-1996-1984-1998/dp/B07TZ7QRJM/ref=sr_1_211?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-211,B07TZ7QRJM,AINTIER,sensors,23.99,0-50$,23,552,0.032336032,,24526,0.33125,0-1pound,5.71 x 2.56 x 1.77 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a13469x oxygen o2 sensor downstream replacement for 1999-2004 subaru forester subaru impreza,https://www.amazon.com/ABIGAIL-Downstream-Replacement-1999-2004-Forester/dp/B01N8PPXN2/ref=sr_1_212?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-212,B01N8PPXN2,A ABIGAIL,sensors,27.99,0-50$,30,840,0.049207006,,"22690AA640, BOSCH:13469",0.24875,0-1pound,7.87 x 0.79 x 1.18 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autel mx-sensor 2 in 1 (315mhz + 433mhz)(screw-in) 100% cloneable tpms programmable sensors for tire pressure monitoring system(metal valvesset of 4 pieces),https://www.amazon.com/Autel-MX-Sensor-Cloneable-Programmable-Monitoring/dp/B07X8HRZX7/ref=sr_1_213?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-213,B07X8HRZX7,Autel,sensors,127.96,101-200$,49,6270,0.367295149,,,0.24875,0-1pound,5.75 x 4.8 x 1.3 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdfhyk 315mhz pre-programmed tire pressure monitoring system tpms sensor compatible with infiniti nissan suzuki mitsubishi lincoln - sets of 4,https://www.amazon.com/BDFHYK-Pre-Programmed-Monitoring-Compatible-Mitsubishi/dp/B09C5CTBK7/ref=sr_1_214?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-214,B09C5CTBK7,BDFHYK,sensors,55.99,51-100$,95,5319,0.311585789,,"407001A01C 40700JA02B 407003AN0A, 407001AA0B 407001PA0A 407001AA0D, 40700CD001 40700JK01B 40700JA01B, 40700JA01C 40700CK001 40700CK002, 4250B877 MN103081 5L1Z1A150AA",0.36875,0-1pound,3.62 x 3.62 x 2.44 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
truck systems tst507fts2 rv tire sensor flow-through44, pack of 2,https://www.amazon.com/Truck-Systems-TST507FTS2-Sensor-Flow-Through44/dp/B07L8JK8WM/ref=sr_1_215?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-215,B07L8JK8WM,Truck Systems,sensors,106,101-200$,45,4770,0.279425496,,,0.6,0-1pound,5.3 x 3.6 x 1.3 inches,1-50sq.inch,,Tier sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirozo 234-4622 oxygen o2 sensor upstream downstream fit for toyota avalon rav4 camry matrix corolla solara 4runner sienna for lexus es300 es300h nx300h nx200t for pontiac vibe o2 sensor 1pcs,https://www.amazon.com/MIROZO-234-4622-Downstream-4Runner-Corolla/dp/B08RYQ8ZVF/ref=sr_1_216?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-216,B08RYQ8ZVF,MIROZO,sensors,22.99,0-50$,43,989,0.057935391,"For Toyota, for Lexus","234-4622, Alternate/OEM Part Number(s): 2344556, 2344757, 88975496, 8946502340, 8946506030, 8946506080, 8946506100, 8946506150, 8946506190, 8946506260, 8946506290, 894650K020, 894650R010, 894650R040, 894650R080, 8946516050, 8946526130, 8946533080, 8946533180, 8946533310, 8946533350, 8946533410, 8946533440, 8946533450, 8946533470, 8946533520, 8946542170, 8946542200, 8946578010, 8946580041",0.241875,0-1pound,5.71 x 2.56 x 1.77 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marsflex o2 oxygen sensor downstream upstream 234-4018 234-4012 compatible with chevy tahoe silverado 1500 express c1500 k1500 suburban gmc yukon/xl sierra savana cadillac escalade,https://www.amazon.com/Marsflex-Downstream-Upstream-Compatible-Silverado/dp/B09DKL9SJM/ref=sr_1_217?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-217,B09DKL9SJM,Marsflex,sensors,58.99,51-100$,30,1770,0.103686191,,,1.21,1.1-2pound,9.69 x 6.22 x 2.44 inches,101-200sq.inch,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marsflex oxygen o2 sensor 234-4622 13355 downstream heated compatible with toyota camry avalon sienna 4runner rav4 solara matrix lexus es300 pontiac vibe250-24360 replacement,https://www.amazon.com/Marsflex-234-4622-Downstream-250-24360-Replacement/dp/B099S7DXJX/ref=sr_1_219?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-219,B099S7DXJX,Marsflex,sensors,19.99,0-50$,30,600,0.035147861,,,0.2625,0-1pound,0.06 x 0.02 x 0.02 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yikesai 13581558 tire pressure sensor rubber 315mhz tpms tire pressure monitoring system replacement for gmc chevy,https://www.amazon.com/Yikesai-13581558-Pressure-Sensor-Monitoring/dp/B07S2FKFDQ/ref=sr_1_220?dchild=1&keywords=sensor&qid=1633487173&s=automotive&sr=1-220,B07S2FKFDQ,Yikesai,sensors,12.99,0-50$,166,2156,0.126297981,Tpms Sensor,"13586335, 13581558, 15922396",0.070625,0-1pound,4.96 x 4.06 x 1.02 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-9052 air fuel ratio sensor,https://www.amazon.com/Denso-234-9052-Fuel-Ratio-Sensor/dp/B0018JSH02/ref=sr_1_219?dchild=1&keywords=sensor&qid=1633487206&s=automotive&sr=1-219,B0018JSH02,Denso,sensors,93.7,51-100$,53,4966,0.290907131,OXYGEN SENSOR,,0.25,0-1pound,,,China,Fuel sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jdmon compatible with mass air flow sensor meter maf ford mercurymadzalincolne150/ escape/explorer/mkt/mks/mkx/b2300/b3000/grand marquis/milan/sable replaces 3l3a12b579ba,https://www.amazon.com/JDMON-Compatible-Explorer-Replaces-3L3A12B579BA/dp/B087BFL32M/ref=sr_1_222?dchild=1&keywords=sensor&qid=1633487206&s=automotive&sr=1-222,B087BFL32M,JDMON,sensors,20.99,0-50$,113,2372,0.138951211,,"3L3Z-12B579BA,AFH60-M19,MF0930, 74-50031, AF10140, MAS0140, MA147, 245-1108, 20930,86-50031, MF21042, 2203-493305",0.149375,0-1pound,4.72 x 3.74 x 2.52 inches,1-50sq.inch,,Air flow sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nifeida 234-4099 oxygen sensor upstream downstream sg336 13007 replacement for 1992-2000 honda civic del sol odyssey accord 92 93 95-99 acura integra nsx cl el o2 sensor heated 4 wire oe36531p06a11,https://www.amazon.com/234-4099-Downstream-Replacement-1992-2000-36531P06A11/dp/B08LKZZYS9/ref=sr_1_223?dchild=1&keywords=sensor&qid=1633487206&s=automotive&sr=1-223,B08LKZZYS9,nifeida,sensors,22.49,0-50$,67,1507,0.088279711,234-4099 O2 sensors,"Interchangeable 234-4099, 13007, 13249, 13977, ES20053, 24420, 24542, 213-1383, 213-1387, 213-1387, OS829, OS830, OS1047, OS2062, OS2080, OS2190, OS2432, SG336, SG451, 36531P06A11, 36531P06A12, 36531P07L01, 36531P07L02, 36531P1HE01, 36531P1KE11, 36531P28A01, 36531P28A02, 36531P2EA01, 36531P2RA01, 36531P8AA01, 36531P8CA01, 36532PDNA01, 36541PR7A01",0.2625,0-1pound,5.63 x 2.44 x 1.73 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bapmic compatible with o2 oxygen sensor kit 56028994aa dodge jeep chrysler volkswagen dakota durango ram 1500 2500 (pack of 2),https://www.amazon.com/Bapmic-56028994AA-Chrysler-Volkswagen-Durango/dp/B07RY94PQF/ref=sr_1_224?dchild=1&keywords=sensor&qid=1633487206&s=automotive&sr=1-224,B07RY94PQF,Bapmic,sensors,26.99,0-50$,60,1619,0.094840645,Lambda O2 Oxygen Sensor,"56029049AA, 56028994AA, 56041698AA, 56044627AA, 15510,23159,2344587, SG1849,234-4587, 13664,13672,15504,23135, 23143,0065422018,45029049AA, 4727446AC,4727446AD, 5033500AA,5149169AA,5149171AA, 56041730AA,7B0906262A, ES10596, ES11003, 234-4770, 2344770, SG1852",0.45,0-1pound,8.1 x 2.3 x 1 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acdelco gm original equipment 213-1545 manifold absolute pressure (map) sensor,https://www.amazon.com/ACDelco-213-1545-Original-Equipment-Manifold/dp/B000C9JX4I/ref=sr_1_225?dchild=1&keywords=sensor&qid=1633487206&s=automotive&sr=1-225,B000C9JX4I,ACDelco,sensors,41.47,0-50$,81,3359,0.196769443,ACDelco - Manifold Absolu (Slp) (213-1545),12569240,0.13,0-1pound,3 x 3 x 3 inches,1-50sq.inch,China,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doicoo ignition knock detonation sensor 56028563aa compatible with chrysler 200 300 sebring dodge avenger caliber durango grand caravan journey viper jeep compass grand cherokee ram 1500 2500 3500,https://www.amazon.com/Ignition-Detonation-56028563AA-Chrysler-Cherokee/dp/B07S4N9154/ref=sr_1_226?dchild=1&keywords=sensor&qid=1633487206&s=automotive&sr=1-226,B07S4N9154,DOICOO,sensors,12.99,0-50$,30,390,0.02284611,,,0.149375,0-1pound,2.5 x 2.1 x 2.1 inches,1-50sq.inch,,Detonation sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a abigail 3/8-inch drive by 7/8-inch (22 mm) offset oxygen sensor socket-universal,https://www.amazon.com/ABIGAIL-8-Inch-Offset-Oxygen-Socket-Universal/dp/B08CKVBF9P/ref=sr_1_228?dchild=1&keywords=sensor&qid=1633487206&s=automotive&sr=1-228,B08CKVBF9P,A ABIGAIL,sensors,6.99,0-50$,243,1699,0.099527027,,,0.33125,0-1pound,3.98 x 3.54 x 1.42 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
