title,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,country_of_origin,blade_type,size,blade_size_tier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oem quality 26' + 22' premium all-seasons durable stable and quiet windshield wiper blades + 1 year warranty (set of 2),https://www.amazon.com/Quality-Premium-All-Seasons-Windshield-Warranty/dp/B096T955DK/ref=sr_1_90?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496823&s=automotive&sr=1-90&ts_id=15734861,B096T955DK,ANIKLUIM,wiper blades,16.89,0-50$,3017,50957,0.360984207427957,,,0.89375,0-1pound,17.68 x 13.82 x 0.87 inches,2011-500sq.inch,,all-season,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caterpillar clarity premium performance all season replacement windshield wiper blades for car truck van suv (26 + 26 inch (pair for front windshield)),https://www.amazon.com/Caterpillar-Clarity-Performance-Replacement-Windshield/dp/B08FCZ9S5N/ref=sr_1_91?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496823&s=automotive&sr=1-91&ts_id=15734861,B08FCZ9S5N,Caterpillar,wiper blades,22.99,0-50$,30,690,0.004888025259048,Clarity,,1,0-1pound,26 x 3 x 1 inches,51-100sq.inch,"Korea, Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piaa 97055 si-tech silicone wiper blade - 22' 550mm (pack of 1)',https://www.amazon.com/97055-Si-Tech-Silicone-Wiper-Blade/dp/B004BT8DMI/ref=sr_1_92?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496823&s=automotive&sr=1-92&ts_id=15734861,B004BT8DMI,Piaa,wiper blades,27.72,0-50$,1383,38337,0.271582933849433,97055,97055,0.4,0-1pound,25.75 x 2.48 x 0.98 inches,51-100sq.inch,Indonesia,,22',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico gold 24 & 17 inch pack of 2 automotive replacement windshield wiper blades for my car (18-2417),https://www.amazon.com/TRICO-Gold-Weather-Wiper-Blades/dp/B0843CWMXP/ref=sr_1_94?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496823&s=automotive&sr=1-94&ts_id=15734861,B0843CWMXP,Trico,wiper blades,21.5,0-50$,105,2258,0.015995885557869,TRICO Gold,,0.95,0-1pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico platinum 24 inch & 16 inch pack of 2 high performance automotive replacement windshield wiper blades for my car (25-2416),https://www.amazon.com/TRICO-Black-Performance-Premium-Blades/dp/B0843CV983/ref=sr_1_95?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496823&s=automotive&sr=1-95&ts_id=15734861,B0843CV983,Trico,wiper blades,28.7,0-50$,97,2784,0.019722119306071,TRICO Platinum,,1,0-1pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rain-x 810196 latitude water repellency wiper blade combo pack 24' and 16',https://www.amazon.com/Rain-X-810196-Latitude-Water-Repellency/dp/B09CZFPDBC/ref=sr_1_96?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496823&s=automotive&sr=1-96&ts_id=15734861,B09CZFPDBC,Rain-X,wiper blades,31.99,0-50$,12287,393061,2.78448129905293,"Rain-X 810196 Latitude Water Repellancy Wiper Blade Combo Pack 24"" and 16""",,1.1,1.1-2pound,26.5 x 6.38 x 1.25 inches,2011-500sq.inch,"Korea, Republic of",,24',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico gold 15 inch pack of 2 automotive replacement windshield wiper blades for my car (18-1515),https://www.amazon.com/TRICO-Gold-Weather-Wiper-Blades/dp/B0843CQB89/ref=sr_1_97?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496823&s=automotive&sr=1-97&ts_id=15734861,B0843CQB89,Trico,wiper blades,22.33,0-50$,30,670,0.004746343367481,TRICO Gold,,0.75,0-1pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikkuppa replacement for toyota rav4 rear wiper blade 2013-2017 - back windshield rear wiper blade replacement 85242-42040 10 inches,https://www.amazon.com/MIKKUPPA-Toyota-Wiper-Blade-2013-2017/dp/B07TNJMLZN/ref=sr_1_98?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496823&s=automotive&sr=1-98&ts_id=15734861,B07TNJMLZN,MIKKUPPA,wiper blades,9.99,0-50$,497,4965,0.035172529581408,Replacement for Toyota RAV4 Rear Wiper Blade 2013-2017,85242-42040,0.149375,0-1pound,16.77 x 2.01 x 0.94 inches,1-50sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caterpillar clarity premium performance all season replacement windshield wiper blades for car truck van suv (28 + 28 inch (pair for front windshield)) black,https://www.amazon.com/Caterpillar-Clarity-Performance-Replacement-Windshield/dp/B08FCJQM8K/ref=sr_1_99?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496823&s=automotive&sr=1-99&ts_id=15734861,B08FCJQM8K,Caterpillar,wiper blades,22.99,0-50$,1260,28967,0.205204967650482,Clarity,,1,0-1pound,28 x 3 x 1 inches,51-100sq.inch,"Korea, Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw 61612241375 wiper blade set for f30/f31/f34 3 series & f80 m3,https://www.amazon.com/BMW-61-61-2-241-375-Set-Wiper-Blades/dp/B077YCJY77/ref=sr_1_100?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496823&s=automotive&sr=1-100&ts_id=15734861,B077YCJY77,BMW,wiper blades,37.99,0-50$,135,5129,0.036334321092254,320i 320i xDrive 328d 328d xDrive 330e 3,61612241375,0.4375,0-1pound,24.41 x 2.44 x 1.26 inches,51-100sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aero voyager 16'+14'+14' premium all-season beam windshield wiper blades oem replacement for toyota fj cruiser 2014-2007 (set of 3),https://www.amazon.com/AERO-All-Season-Windshield-Replacement-2013-2007/dp/B07N5D3HCM/ref=sr_1_101?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-101&ts_id=15734861,B07N5D3HCM,AERO,wiper blades,22.99,0-50$,263,6046,0.042830435820583,,"85212-YZZ15-TM, 85212-YZZ14-TM",0.76875,0-1pound,16 x 1 x 1 inches,1-50sq.inch,,all-season,16',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch 20' icon wiper blade (2 pack),https://www.amazon.com/Bosch-ICON-Wiper-Blade-Pack/dp/B01GEZUD38/ref=sr_1_102?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-102&ts_id=15734861,B01GEZUD38,BOSCH,wiper blades,37.65,0-50$,111,4179,0.029604431242841,,,0.41875,0-1pound,23 x 3 x 2.5 inches,101-200sq.inch,,,20',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico tri:24-17b beam wiper blade 1 pack,https://www.amazon.com/TRICO-TRI-24-17B-Wiper-Blade/dp/B077DS297Y/ref=sr_1_103?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-103&ts_id=15734861,B077DS297Y,Trico,wiper blades,12.65,0-50$,142,1796,0.012723033862681,,,1.32,1.1-2pound,36 x 4 x 4 inches,501-1000sq.inch,,beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico platinum 18 inch pack of 2 high performance automotive replacement windshield wiper blades for my car (25-1818),https://www.amazon.com/TRICO-Black-Performance-Premium-Blades/dp/B0843CW15G/ref=sr_1_104?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-104&ts_id=15734861,B0843CW15G,Trico,wiper blades,27.04,0-50$,55,1487,0.010534048637977,TRICO Platinum,,0.9,0-1pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k&n edge wiper blades: all weather performance superior windshield contact streak-free wipe technology: 24' + 20' (pack of 2),https://www.amazon.com/EDGE-Wiper-Blades-Performance-Streak-Free/dp/B08ZDVRMV7/ref=sr_1_105?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-105&ts_id=15734861,B08ZDVRMV7,K&N,wiper blades,44.99,0-50$,630,28344,0.200791576728183,"Edge Wiper Blades 24""/20""",,1.05,1.1-2pound,24.6 x 6 x 1.2 inches,101-200sq.inch,Mexico,,24',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 wiper factory for 2006-2019 toyota tundra 2007-2019 toyota sequoia original equipment replacement wiper blade - 26'/23' (set of 2) pinch tab,https://www.amazon.com/2006-2018-2007-2018-Original-Equipment-Replacement/dp/B07KRQVFLD/ref=sr_1_106?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-106&ts_id=15734861,B07KRQVFLD,ANRDDO,wiper blades,24.99,0-50$,523,13070,0.092589116138772,,"3397118929, 85212-0C021, 85212-0C030, 85222-0C030",0.8375,0-1pound,17.63 x 13.89 x 1.26 inches,2011-500sq.inch,,,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parrati premium all-season windshield wiper blades oem quality 15'+15' (set of 2),https://www.amazon.com/PARRATI-Premium-All-Season-Windshield-QUALITY/dp/B08MW2HS3L/ref=sr_1_107?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-107&ts_id=15734861,B08MW2HS3L,PARRATI,wiper blades,14.99,0-50$,949,14226,0.100778329471321,,"Bosch ICON Beam, Michelin Stealth, Rain-X Expert Fit, Rain-X Latitude, Rain-X Quantum",0.6625,0-1pound,15.31 x 2.2 x 1.69 inches,51-100sq.inch,,all-season,15',10-15inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
factory wiper blades replacement for ford escape 2012-2008 original equipment replacement front windshield wiper blade - 20'+20' i&l pinch tab (set of 2),https://www.amazon.com/Replacement-2012-2008-Original-Equipment-Windshield/dp/B08FJ57N1C/ref=sr_1_108?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-108&ts_id=15734861,B08FJ57N1C,AUTOBOO,wiper blades,16.99,0-50$,240,4078,0.028888937690429,,"Bosch ICON Beam, Michelin Stealth, Rain-X Expert Fit, Rain-X Latitude, Rain-X Quantum",0.55,0-1pound,17.13 x 11.1 x 1.42 inches,2011-500sq.inch,,,20',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otuayauto rear windshield wiper blades - 2 pieces of 13' car back window wiper - replacement for jeep honda cadillac ford chevy gmc kia vw toyota,https://www.amazon.com/OTUAYAUTO-Rear-Windshield-Wiper-Blades/dp/B07KQXLQ5Q/ref=sr_1_109?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-109&ts_id=15734861,B07KQXLQ5Q,OTUAYAUTO,wiper blades,12.99,0-50$,723,9392,0.066533816279674,,,0.45,0-1pound,13 x 2 x 2 inches,51-100sq.inch,,,13',10-15inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parrati oem quality 12 inch premium all-season rear windshield wiper blades 12' (pack of 2),https://www.amazon.com/PARRATI-Quality-Premium-All-Season-Windshield/dp/B08YNF4M9W/ref=sr_1_110?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-110&ts_id=15734861,B08YNF4M9W,PARRATI,wiper blades,9.99,0-50$,1489,14875,0.105375906852657,,,0.36875,0-1pound,15.43 x 2.2 x 1.54 inches,51-100sq.inch,,all-season,12',10-15inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico exact fit 11 inch pack of 1 beam rear wiper blade for car (11-g),https://www.amazon.com/Trico-11-G-Exact-Wiper-Blade/dp/B00FADIYMS/ref=sr_1_113?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-113&ts_id=15734861,B00FADIYMS,Trico,wiper blades,8.77,0-50$,246,2157,0.015280392005458,11-G,,0.15,0-1pound,18 x 2.5 x 1 inches,1-50sq.inch,,beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch 24' icon wiper blade (2 pack),https://www.amazon.com/Bosch-ICON-Wiper-Blade-Pack/dp/B01GEZU2HU/ref=sr_1_114?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-114&ts_id=15734861,B01GEZU2HU,BOSCH,wiper blades,43.38,0-50$,60,2603,0.018439898187393,,,0.15,0-1pound,,,,,24',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 wiper factory for vw jetta 2011-2019 passat 2012-12.2014 cc 2013-2017 original equipment replacement wiper blade set - 24'/19' (set of 2) top lock 16mm,https://www.amazon.com/Windshield-Blades-Passat-2011-2016-Factory/dp/B07DV6HFPG/ref=sr_1_115?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-115&ts_id=15734861,B07DV6HFPG,ANRDDO,wiper blades,24.99,0-50$,917,22916,0.162339111357008,,"3397007620, A620S, 3C8 998 002,3AB 998 002, 5C7 955 425 A,5C7 955 426 A,3AB 955 425,3AB 955 426, 5C7998425,",0.81875,0-1pound,17.76 x 13.74 x 1.3 inches,2011-500sq.inch,,,24',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico exact fit 12 inch pack of 1 rear wiper blade for car (12-b),https://www.amazon.com/Trico-12-B-Exact-Wiper-Blade/dp/B001KS2PYK/ref=sr_1_116?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-116&ts_id=15734861,B001KS2PYK,Trico,wiper blades,8.58,0-50$,587,5036,0.035675500296469,Exact-Fit Rear Wiper Blade - 12 Inch,12-B,0.2,0-1pound,22 x 2.5 x 1 inches,51-100sq.inch,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motium multi-adapter 26'+24' premium all-season windshield wiper blades (set of 2),https://www.amazon.com/MOTIUM-Multi-Adapter-All-Season-Windshield-Warranty/dp/B07M5CSHKN/ref=sr_1_117?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-117&ts_id=15734861,B07M5CSHKN,MOTIUM,wiper blades,16.27,0-50$,214,3482,0.024666817321745,,,0.9,0-1pound,26.25 x 2.25 x 2 inches,101-200sq.inch,,all-season,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aero avenger 28'+28' i&l pinch tab premium all-season beam windshield wiper blades oem replacement for ford edge escape focus (set of 2),https://www.amazon.com/Premium-All-Season-Windshield-Replacement-2017-2013/dp/B07BQVL5M5/ref=sr_1_118?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-118&ts_id=15734861,B07BQVL5M5,AERO,wiper blades,21.99,0-50$,285,6267,0.044396020722394,Avenger,"CJ5Z-17528-B, CJ5Z-17528-C, FT4Z17528B, FT4Z17528C",0.875,0-1pound,28 x 1 x 1 inches,1-50sq.inch,,all-season,28',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoboo 12 rear wiper blade replacement for 2011-2016 kia sportagehyundai elantra 09-12hyundai tucson ix35 10-15 i30 - original equipment replacement- 12' (pack of 1),https://www.amazon.com/AUTOBOO-Replacement-2011-2016-Sportage-Hyundai/dp/B08LD35R2Y/ref=sr_1_119?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-119&ts_id=15734861,B08LD35R2Y,AUTOBOO,wiper blades,9.99,0-50$,73,729,0.005164304947603,,TRICO12K / 988503w000,0.22,0-1pound,13.58 x 2.28 x 0.94 inches,1-50sq.inch,,,12',10-15inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico platinum 20 inch pack of 2 high performance automotive replacement windshield wiper blades for my car (25-2020),https://www.amazon.com/TRICO-Black-Performance-Premium-Blades/dp/B0843CW376/ref=sr_1_120?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-120&ts_id=15734861,B0843CW376,Trico,wiper blades,27.97,0-50$,60,1678,0.011887110702438,TRICO Platinum,,1,0-1pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico 10-b exact fit rear wiper blade 10' pack of 1,https://www.amazon.com/Trico-10-B-Exact-Wiper-Blade/dp/B014K09SPS/ref=sr_1_121?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-121&ts_id=15734861,,Trico,wiper blades,8.92,0-50$,281,2507,0.017759825107873,,,,,,,,,10',10-15inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caterpillar clarity premium performance all season oem replacement windshield wiper blades streak-free spotless and silent (26 + 20 inch (pair for front windshield)) black,https://www.amazon.com/Caterpillar-Performance-Replacement-Windshield-Streak-Free/dp/B08KSF1K3H/ref=sr_1_122?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-122&ts_id=15734861,B08KSF1K3H,Caterpillar,wiper blades,22.99,0-50$,70,1609,0.011398308176533,Clarity,,0.875,0-1pound,26 x 3 x 2 inches,101-200sq.inch,"Korea, Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rain-x 810167 latitude water repellency 18' windshield wiper blade 2 pack,https://www.amazon.com/Rain-X-Latitude-Water-Repellency-Wiper/dp/B084CYTWRG/ref=sr_1_123?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-123&ts_id=15734861,B084CYTWRG,Rain-X,wiper blades,31.99,0-50$,14022,448564,3.17766980043397,"Rain-X Latitude Water Repellency Wiper Blade, 18"" - 2 Pack",,1,0-1pound,22.5 x 6.38 x 1.25 inches,101-200sq.inch,,,18',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x autohaux 24 in 17 in front windshield wiper blades for chevrolet equinox,https://www.amazon.com/AUTOHAUX-a18041200ux0301-Windshield-2010-2017-Chevrolet/dp/B07D7T3RP2/ref=sr_1_124?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496945&s=automotive&sr=1-124&ts_id=15734861,B07D7T3RP2,X AUTOHAUX,wiper blades,18.59,0-50$,60,1115,0.007898765454838,,,0.75,0-1pound,28.37 x 1.58 x 1.97 inches,51-100sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 factory wiper for audi a4 s4 q5 sq5 q3 a5 s5 rs5 2009-2020 original equipment replacement wiper blade set - 24'/20' (set of 2),https://www.amazon.com/wiper-2009-2019-Original-Equipment-Replacement/dp/B082ZZ2NR8/ref=sr_1_123?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-123&ts_id=15734861,B082ZZ2NR8,ZIXMMO,wiper blades,9.32,0-50$,266,2479,0.01756147045968,,"8K19984256, 8T1955426AKT, 8T1955426A, 8K1998002A, 8K1 998 002A,, Aero, 8W1998002, 8W1 998 002, 8K1998002A, 8K1 998 002A, bosch 3397007297, valeo 8R1998002, 8R1998426, 8U1998002, 8U1 998 002,",0.8375,0-1pound,17.63 x 13.82 x 1.26 inches,2011-500sq.inch,,,24',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico platinum 22 inch & 18 inch pack of 2 high performance automotive replacement windshield wiper blades for my car (25-2218),https://www.amazon.com/TRICO-Black-Performance-Premium-Blades/dp/B0843CT6C6/ref=sr_1_125?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-125&ts_id=15734861,B0843CT6C6,Trico,wiper blades,28.7,0-50$,45,1292,0.009152650195202,TRICO Platinum,,1,0-1pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico gold 22 & 21 inch pack of 2 automotive replacement windshield wiper blades for my car (18-2221),https://www.amazon.com/TRICO-Gold-Weather-Wiper-Blades/dp/B0843D1SL1/ref=sr_1_127?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-127&ts_id=15734861,B0843D1SL1,Trico,wiper blades,26.86,0-50$,105,2820,0.01997714671089,TRICO Gold,,0.93125,0-1pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windshield wiper blades 22' + 22' winter summer beam wiper beam wiper blades by yeahmol (set of 2),https://www.amazon.com/Windshield-blades-Winter-Summer-YEAHMOL/dp/B085L7CB6G/ref=sr_1_129?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-129&ts_id=15734861,B085L7CB6G,Yeahmol,wiper blades,14.98,0-50$,30,449,0.00318075846567,,"Bosch ICON Beam, Michelin Stealth, Rain-X Expert Fit, Rain-X Latitude, Rain-X Quantum, windshield wiper blades",0.7,0-1pound,27.1 x 2 x 1.5 inches,51-100sq.inch,,winter,22',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico platinum 26 inch & 16 inch pack of 2 high performance automotive replacement windshield wiper blades for my car (25-2616),https://www.amazon.com/TRICO-Black-Performance-Premium-Blades/dp/B0843CW16H/ref=sr_1_130?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-130&ts_id=15734861,B0843CW16H,Trico,wiper blades,35.9,0-50$,143,5134,0.036369741565146,TRICO Platinum,,1,0-1pound,30.5 x 6 x 1.25 inches,2011-500sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico gold 26 & 19 inch pack of 2 automotive replacement windshield wiper blades for my car (18-2619),https://www.amazon.com/TRICO-Gold-Weather-Wiper-Blades/dp/B0843CRXDF/ref=sr_1_131?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-131&ts_id=15734861,B0843CRXDF,Trico,wiper blades,26.9,0-50$,94,2529,0.017915675188596,TRICO Gold,,1.05,1.1-2pound,30.5 x 6 x 1.25 inches,2011-500sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peak silicone plus windshield wiper blade 13-inch,https://www.amazon.com/PEAK-Silicone-Windshield-Wiper-13-Inch/dp/B08Z9TTHG8/ref=sr_1_132?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-132&ts_id=15734861,B08Z9TTHG8,PEAK,wiper blades,29.99,0-50$,173,5188,0.036752282672376,,,0.4,0-1pound,23 x 3 x 1 inches,51-100sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch 28boe bosch icon wiper blade,https://www.amazon.com/Bosch-28BOE-ICON-Wiper-Blade/dp/B00WSY3RD8/ref=sr_1_133?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-133&ts_id=15734861,B00WSY3RD8,BOSCH,wiper blades,16.82,0-50$,86,1447,0.010250684854843,"Focus,Focus,Focus,Focus,Focus,Focus,Focus,Escape,Escape,Escape,Escape,Escape,Escape,Escape,Escape,Edge,Edge,Edge,Edge,Edge,Edge,Transit Connect,Transit Connect,Transit Connect,Transit Connect,Transit Connect,Transit Connect,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,S-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class,CL-Class*:*69",,0.7,0-1pound,6.3 x 3 x 34.2 inches,501-1000sq.inch,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valeo 900267b frameless ultimate 26' all-season oe replacement wiper blade,https://www.amazon.com/Valeo-900267B-Frameless-All-Season-Replacement/dp/B000LV7XR6/ref=sr_1_134?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-134&ts_id=15734861,B000LV7XR6,Valeo,wiper blades,23.61,0-50$,300,7083,0.050176641898311,,4L1955426A, 4L1955426B, 4L1955425B,61612408631,42495284,92219233,95228809, 68017437AA, 68055456AA, 8A5Z17528A, BB5Z17528E, DS7Z17528A,92191436,92280129, EJ7Z17528A,1768200645,2468202700,92177917, 852220C020, 852220C021, 852220C030, 85222AC010, 85222AC011, 85222AC012, 4L1955425C, WW2501, WW2600, WW2601, WW2550,1768202800,0.3625,0-1pound,26 x 2 x 1 inches,51-100sq.inch,China,all-season,26',26-30inch
rain-x 880001 fusion wiper blade - 16',https://www.amazon.com/Rain-X-880001-Fusion-Wiper-Blade/dp/B009EV0XOO/ref=sr_1_137?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-137&ts_id=15734861,B009EV0XOO,Rain-X,wiper blades,16.67,0-50$,566,9435,0.066838432346543,880001,,0.24875,0-1pound,23 x 2.5 x 0.7 inches,1-50sq.inch,"Korea, Republic of",,16',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
